|filename|AudioStart|AudioEnd|AudioDuration|FrameStart|FrameEnd|label|ilabel|Text
46|Datasets/affWild2/Audios/audiobatch1/162.wav|227.000|229.367|2.367|6811|6882|Other|7|ONLY I
47|Datasets/affWild2/Audios/audiobatch1/162.wav|234.633|235.733|1.100|7040|7073|Neutral|0|AY AY
48|Datasets/affWild2/Audios/audiobatch1/162.wav|236.500|239.500|3.000|7096|7186|Neutral|0|HM HM
49|Datasets/affWild2/Audios/audiobatch1/162.wav|240.533|241.333|0.800|7217|7241|Neutral|0|HYM
50|Datasets/affWild2/Audios/audiobatch1/162.wav|241.533|244.667|3.133|7247|7341|Neutral|0|HM HM HM HM
51|Datasets/affWild2/Audios/audiobatch1/162.wav|246.133|252.933|6.800|7385|7589|Happiness|4|ROSCOE AYE AYE AYE
52|Datasets/affWild2/Audios/audiobatch1/162.wav|253.533|264.467|10.933|7607|7935|Other|7|PLEASE JUST BE CHRISTMAS ALREADY
53|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-2.wav|0.000|15.297|15.297|1|460|Other|7|NOW THIS WAS ALSO MADE BY A STUDENT BY THE NAME OF DACUA OR GOAD HE WENT TO TRY AND COMPUTE A COLLEGE
54|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-2.wav|16.797|20.530|3.733|505|617|Other|7|A NUMBER OF A CASE CALLED CHILDREN SOME GUESSING AS A CHILD I'M
55|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-2.wav|22.463|36.727|14.264|675|1103|Other|7|IT'S A POPPYCHA'S A DYE AND THE KID'S THAT OH SHE'D HAVE BEEN A GRUDGE POPPY'S DYED AND SAID WHAT'S ALL THE POPPY AND THE SALT
56|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-2.wav|39.460|57.957|18.497|1185|1740|Other|7|ROT BUM BUM BUM OH IT'S CALLED THE CHILDREN'S SCHOOL
57|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-2.wav|58.890|59.590|0.700|1768|1789|Other|7|AND THE DETAILS WHAT
58|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-2.wav|60.223|60.923|0.700|1808|1829|Other|7|GUNNING
59|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-2.wav|62.589|83.752|21.163|1879|2514|Other|7|OF SHIP THEY'RE SO EVENLY MATCHED BECAUSE ALL THE KIDS ARE THE SAME TAKEN THE TEST A THEY'RE GETTING THEIR PAPERS BACK WE'LL GO
60|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-2.wav|86.152|86.485|0.333|2586|2596|Other|7|THUS
61|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-2.wav|89.785|95.817|6.032|2695|2876|Other|7|THAT'S HE'D SEEN SOME SHED AND THEY'RE ALL DOING DRAWINGS OUT THE SAME SHED TO HIM
62|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-2.wav|97.717|102.449|4.733|2933|3075|Other|7|I'M A GRINNING OKY I'M A LIKING BUT I'M A GINTLEMAN'S AT HOME
63|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-2.wav|111.381|112.648|1.266|3343|3381|Other|7|WELL I HOPE SHE'LL GET WELL
64|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-2.wav|112.948|114.781|1.833|3390|3445|Other|7|TEN TEN TEN IN THE LUDICROUS
65|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-2.wav|115.247|116.447|1.200|3459|3495|Other|7|HM HM HM
66|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-2.wav|116.614|123.946|7.332|3500|3720|Other|7|STILL IT'S STILL GETTING HOT OF A SUDDEN AND THEN YOU COULD SEE THE HEAD OF MASTER JAIL KAY OH
67|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-2.wav|131.578|156.773|25.196|3949|4705|Other|7|WHAT WHAT THERE WAS THAT MUMBLED BUT I ALWAYS DON'T GO CRAZY AND IT'S GOING ON TO THE UNSUPPOSABLE
68|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-2.wav|162.672|168.605|5.932|4882|5060|Other|7|ONLY SAY THAT'S CHRIST COME ON ME WHEN I SING AND NAME THE ONE IN EVOLUTION OH NO
69|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-2.wav|172.904|179.770|6.866|5189|5395|Other|7|I HADN'T KNOWED IT WAS IN A HOUSE RIGHT UP RIGHT ON THE RIGHT IN THE INTRICATE OF IT
70|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-2.wav|184.102|191.101|6.999|5525|5735|Other|7|DON'T HE'S GOING TO GET RUN OVER AGAIN YOU'VE DONE YOU'VE GOT THE SENSE OF A DIAL YOU AREN'T GETTING ON
71|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-2.wav|210.998|212.964|1.966|6332|6391|Other|7|POMPEY A
72|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-2.wav|215.497|217.830|2.333|6467|6537|Other|7|HE DIED FOR HER QUO
73|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-2.wav|219.063|220.396|1.333|6574|6614|Other|7|WHAT'S THAT
74|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-2.wav|233.194|239.026|5.832|6998|7173|Other|7|O K ANYWAY I DON'T CHUCK OUT TUCKER YOU DON'T OODA VERY TALL
75|Datasets/affWild2/Audios/audiobatch1/128-24-1920x1080.wav|0.000|0.566|0.566|1|18|Neutral|0|HYM
76|Datasets/affWild2/Audios/audiobatch1/128-24-1920x1080.wav|0.966|1.499|0.533|30|46|Neutral|0|HYM
77|Datasets/affWild2/Audios/audiobatch1/128-24-1920x1080.wav|6.264|11.762|5.498|189|354|Neutral|0|YOU SEE I'VE GIVEN YOU LEASE MY MUSIC BOX
78|Datasets/affWild2/Audios/audiobatch1/128-24-1920x1080.wav|11.928|16.893|4.965|359|508|Neutral|0|HANNAH HAS SHOWN YOU THE HOSPITALITY YOU DESERVE
79|Datasets/affWild2/Audios/audiobatch1/128-24-1920x1080.wav|18.159|21.991|3.832|546|661|Fear|3|AUSTIN IS MARRIED AND I OWE MY NEW QUEEN A WEDDING GIFT
80|Datasets/affWild2/Audios/audiobatch1/128-24-1920x1080.wav|25.423|32.853|7.430|764|987|Fear|3|HE LOOKED ROUND ABOUT HIM AND HE LOOKED AFAR
81|Datasets/affWild2/Audios/audiobatch1/128-24-1920x1080.wav|36.318|127.013|90.695|1091|3813|Sadness|5|TIER HA HA HA HA HA HA HA HA HA HA
82|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|0.000|29.658|29.658|1|891|Other|7|ONE OF YOUR CHICKS IS CAUGHT IN A HARP BEE NOW IF WHEN HE HAS BEEN GOT SORT OF BEGONE VIRIL RECENTLY SIR GUY'S MAY HAVE SEEN THAT THIS ANIMATION WAS FOR
83|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|33.123|34.590|1.466|995|1039|Other|7|AND THEN THIS CAME LIKE THE
84|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|36.389|40.121|3.732|1093|1205|Other|7|KATE THIS KID'S RUNNING AWAY FROM THIS GUIDE OR SHE'D ALMOST BE RUNNING AWAY FROM HOME
85|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|41.821|42.954|1.133|1256|1290|Other|7|I'M A LICKER MY QUALITY
86|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|44.820|45.653|0.833|1346|1371|Other|7|HM HM
87|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|53.384|53.684|0.300|1603|1612|Other|7|PIZZA
88|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|54.450|54.550|0.100|1635|1638|Other|7|FIFTY TWO
89|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|54.984|57.749|2.766|1651|1734|Other|7|A DREAMY BOY AND UP
90|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|59.849|60.648|0.800|1797|1821|Other|7|THE SAME PROFLIGATE
91|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|65.580|66.947|1.366|1969|2010|Other|7|POM POM POM
92|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|69.679|70.146|0.467|2092|2106|Other|7|HM HM
93|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|71.179|71.778|0.600|2137|2155|Happiness|4|HM HM
94|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|74.078|74.578|0.500|2224|2239|Other|7|PENELOPE
95|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|79.876|80.509|0.633|2398|2417|Other|7|NYM
96|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|82.542|85.574|3.032|2478|2569|Other|7|INSTEAD OF THE APPLE MOUTH OF THE OTHER HAND NO
97|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|89.173|90.206|1.033|2677|2708|Happiness|4|HYACINTH
98|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|91.872|92.472|0.600|2758|2776|Other|7|UMBUG
99|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|94.638|96.204|1.566|2841|2888|Other|7|SORRY BY THAT MAN HOPE
100|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|98.504|99.370|0.866|2957|2983|Other|7|OF THE BONBONS
101|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|107.601|126.995|19.394|3230|3812|Other|7|WAS THAT MAN HER HUSBAND'S BUT WHAT'S UP WITH HIS KID OH NO MACKAY HOW HORRID IT'S AGAIN
102|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|128.495|129.694|1.200|3857|3893|Other|7|IMMORAL
103|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|133.293|133.860|0.566|4001|4018|Other|7|TENSIONS
104|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|137.725|145.156|7.431|4134|4357|Other|7|TWO PEOPLE MADE ME THEY MUST HAVE MADE IT FOR LIKE THAT LIKE A SCULPTOR GENTLY SOOTHES HIS CRIES
105|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|147.756|150.455|2.699|4435|4516|Other|7|BUT NO GRABBED THE HUNK OF THE HUNK
106|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|163.684|169.149|5.465|4913|5077|Other|7|IT'S SO MADE WHY I JUST LET THE MOON ALONE NO
107|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|174.514|204.072|29.558|5238|6125|Other|7|WHAT IN THIS BRAGGING PART IS THE PRODIGY
108|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|212.603|212.936|0.333|6381|6391|Other|7|HM HM
109|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|219.634|225.732|6.098|6592|6775|Other|7|LET'S PUT YOUR HEART BACK TOGETHER MAN COME ON NOW YES I'M YOUR MUMMY
110|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|240.961|241.394|0.433|7232|7245|Other|7|RHYM
111|Datasets/affWild2/Audios/audiobatch1/122-60-1920x1080-4.wav|249.325|256.023|6.698|7483|7684|Other|7|I'LL JUST GO TO THE SHOP IT IS O K TO LOVE ANOTHER MAN OKAY I LOVE ONLY YOU'VE GUYED OUT THAT WOULDN'T I LOVE YOU KISS IT WHERE
112|Datasets/affWild2/Audios/audiobatch1/150.wav|0.000|8.175|8.175|1|246|Neutral|0|HY HY
113|Datasets/affWild2/Audios/audiobatch1/150.wav|8.509|10.010|1.502|256|301|Other|7|HM HM
114|Datasets/affWild2/Audios/audiobatch1/150.wav|10.544|17.918|7.374|317|538|Neutral|0|HAVEN'T YOU ANYTHING NOW I'M HERE
115|Datasets/affWild2/Audios/audiobatch1/150.wav|18.418|20.354|1.935|553|611|Other|7|AUTUS MOVE YACHT
116|Datasets/affWild2/Audios/audiobatch1/150.wav|20.687|22.456|1.768|621|674|Neutral|0|NEED NO ONE
117|Datasets/affWild2/Audios/audiobatch1/150.wav|22.890|24.024|1.134|687|721|Other|7|HYM
118|Datasets/affWild2/Audios/audiobatch1/150.wav|24.958|25.692|0.734|749|771|Other|7|HM HM
119|Datasets/affWild2/Audios/audiobatch1/150.wav|25.792|28.095|2.302|774|843|Other|7|THE MAN IN THE RING
120|Datasets/affWild2/Audios/audiobatch1/150.wav|30.731|72.906|42.175|922|2186|Neutral|0|IT WASN'T PART OF THE DEAL NO IT WAS MY WARD BETH TOOK HIS PLACE AND I'M LOSING HERS THOUGH I KNEW THAT
121|Datasets/affWild2/Audios/audiobatch1/150.wav|73.206|74.107|0.901|2195|2222|Other|7|HM HM
122|Datasets/affWild2/Audios/audiobatch1/150.wav|75.442|75.742|0.300|2262|2271|Neutral|0|ERM
123|Datasets/affWild2/Audios/audiobatch1/150.wav|76.176|77.411|1.235|2284|2321|Other|7|NO THAT
124|Datasets/affWild2/Audios/audiobatch1/150.wav|77.778|78.879|1.101|2332|2365|Neutral|0|WEY
125|Datasets/affWild2/Audios/audiobatch1/150.wav|79.513|80.681|1.168|2384|2419|Other|7|HM HM
126|Datasets/affWild2/Audios/audiobatch1/150.wav|81.682|91.325|9.643|2449|2738|Neutral|0|HM HM HM THE ODOR
127|Datasets/affWild2/Audios/audiobatch1/150.wav|91.992|94.027|2.035|2758|2819|Happiness|4|WHAT'S THIS
128|Datasets/affWild2/Audios/audiobatch1/150.wav|94.461|94.561|0.100|2832|2835|Other|7|THE RIM
129|Datasets/affWild2/Audios/audiobatch1/150.wav|95.596|96.964|1.368|2866|2907|Other|7|FORBES
130|Datasets/affWild2/Audios/audiobatch1/150.wav|100.767|101.568|0.801|3021|3045|Neutral|0|HM HM
131|Datasets/affWild2/Audios/audiobatch1/150.wav|102.903|104.538|1.635|3085|3134|Other|7|IMMORAL
132|Datasets/affWild2/Audios/audiobatch1/150.wav|113.447|113.547|0.100|3401|3404|Neutral|0|HYM
133|Datasets/affWild2/Audios/audiobatch1/150.wav|113.580|113.614|0.033|3405|3406|Neutral|0|HM HM
134|Datasets/affWild2/Audios/audiobatch1/150.wav|113.647|113.914|0.267|3407|3415|Neutral|0|HM HM
135|Datasets/affWild2/Audios/audiobatch1/150.wav|115.616|119.119|3.504|3466|3571|Other|7|HM WHAT'S THAT
136|Datasets/affWild2/Audios/audiobatch1/150.wav|119.519|120.220|0.701|3583|3604|Other|7|ERMINE
137|Datasets/affWild2/Audios/audiobatch1/150.wav|121.154|121.455|0.300|3632|3641|Other|7|HM HM
138|Datasets/affWild2/Audios/audiobatch1/150.wav|124.758|128.895|4.137|3740|3864|Other|7|OH DAWN O MY GOD
139|Datasets/affWild2/Audios/audiobatch1/150.wav|130.263|135.335|5.072|3905|4057|Other|7|OH I'M ALL RIGHT I AM
140|Datasets/affWild2/Audios/audiobatch1/150.wav|137.104|137.337|0.234|4110|4117|Other|7|HM HM
141|Datasets/affWild2/Audios/audiobatch1/150.wav|138.672|141.541|2.870|4157|4243|Other|7|THE BLEMATH ON THE LYON
142|Datasets/affWild2/Audios/audiobatch1/150.wav|162.729|164.898|2.169|4878|4943|Other|7|SO DARN
143|Datasets/affWild2/Audios/audiobatch1/150.wav|174.441|177.911|3.470|5229|5333|Other|7|NO IT IS THE BRIDE'S GUESSES ON SOCKING DAY TO NIGHT
144|Datasets/affWild2/Audios/audiobatch1/150.wav|183.083|183.183|0.100|5488|5491|Neutral|0|WHAT
145|Datasets/affWild2/Audios/audiobatch1/150.wav|183.517|185.552|2.035|5501|5562|Other|7|A ROE A ROE
146|Datasets/affWild2/Audios/audiobatch1/150.wav|199.800|201.301|1.502|5989|6034|Other|7|I'M GOING TO GRANNIE
147|Datasets/affWild2/Audios/audiobatch1/150.wav|206.940|209.276|2.336|6203|6273|Other|7|NO WAY IT'S NO
148|Datasets/affWild2/Audios/audiobatch1/150.wav|230.430|231.098|0.667|6907|6927|Neutral|0|IMMOR
149|Datasets/affWild2/Audios/audiobatch1/150.wav|231.431|232.966|1.535|6937|6983|Other|7|BAPTISM
150|Datasets/affWild2/Audios/audiobatch1/150.wav|233.066|233.900|0.834|6986|7011|Neutral|0|HM HM
151|Datasets/affWild2/Audios/audiobatch1/150.wav|234.267|234.668|0.400|7022|7034|Neutral|0|R R R R
152|Datasets/affWild2/Audios/audiobatch1/150.wav|234.935|235.435|0.501|7042|7057|Neutral|0|R R R R R
153|Datasets/affWild2/Audios/audiobatch1/150.wav|235.569|237.270|1.702|7061|7112|Neutral|0|RIMMER
154|Datasets/affWild2/Audios/audiobatch1/150.wav|243.844|246.713|2.870|7309|7395|Neutral|0|OMER OMER OMER OMER
155|Datasets/affWild2/Audios/audiobatch1/150.wav|247.047|249.750|2.703|7405|7486|Other|7|AND YET THERE'S ABRAHAM IN THE DAY
156|Datasets/affWild2/Audios/audiobatch1/150.wav|251.852|266.867|15.015|7549|7999|Other|7|ALMOST AT THE FIRST HALF OF THIS HE HAS BEEN ABOUT BETH
157|Datasets/affWild2/Audios/audiobatch1/150.wav|267.834|270.504|2.669|8028|8108|Neutral|0|OMER OMER OMER
158|Datasets/affWild2/Audios/audiobatch1/150.wav|270.704|272.372|1.668|8114|8164|Other|7|AS SHE IS THERE ALONE
159|Datasets/affWild2/Audios/audiobatch1/150.wav|272.939|273.406|0.467|8181|8195|Neutral|0|R R R R R
160|Datasets/affWild2/Audios/audiobatch1/150.wav|281.414|285.886|4.471|8435|8569|Other|7|RAGGEDY KNUCKLE RACKEY
161|Datasets/affWild2/Audios/audiobatch1/150.wav|287.487|290.056|2.569|8617|8694|Other|7|AH YOU'RE SO HAPPY TOO
162|Datasets/affWild2/Audios/audiobatch1/150.wav|297.297|299.599|2.302|8911|8980|Other|7|I'M THE MAN WHOM YOU MEAN
163|Datasets/affWild2/Audios/audiobatch1/150.wav|321.855|434.267|112.412|9647|13016|Other|7|OKA SO'S MINE REACTION TO THE LIZZY'S MALADY
164|Datasets/affWild2/Audios/audiobatch1/120.wav|0.000|0.400|0.400|1|11|Neutral|0|HM HM
165|Datasets/affWild2/Audios/audiobatch1/120.wav|0.880|1.920|1.040|23|49|Other|7|TRIBUNAL
166|Datasets/affWild2/Audios/audiobatch1/120.wav|2.440|3.960|1.520|62|100|Other|7|OH I'M GOING HAY
167|Datasets/affWild2/Audios/audiobatch1/120.wav|6.800|7.280|0.480|171|183|Neutral|0|ANONYM
168|Datasets/affWild2/Audios/audiobatch1/120.wav|7.560|8.200|0.640|190|206|Neutral|0|OMINIC
169|Datasets/affWild2/Audios/audiobatch1/120.wav|15.760|19.720|3.960|395|494|Neutral|0|I DON'T KNOW THAT I'M IN THE WAY OF MANY STORIES BUT THAT I ASKED
170|Datasets/affWild2/Audios/audiobatch1/120.wav|20.880|21.960|1.080|523|550|Other|7|WHAT'S YOUR BUSINESS
171|Datasets/affWild2/Audios/audiobatch1/120.wav|24.120|26.320|2.200|604|659|Neutral|0|HM HM HM
172|Datasets/affWild2/Audios/audiobatch1/120.wav|26.640|26.880|0.240|667|673|Neutral|0|HM HM
173|Datasets/affWild2/Audios/audiobatch1/120.wav|28.000|28.040|0.040|701|702|Neutral|0|HM HM
174|Datasets/affWild2/Audios/audiobatch1/120.wav|28.080|28.120|0.040|703|704|Neutral|0|HM HM
175|Datasets/affWild2/Audios/audiobatch1/120.wav|28.160|32.400|4.240|705|811|Neutral|0|R R R R R R
176|Datasets/affWild2/Audios/audiobatch1/120.wav|32.520|36.120|3.600|814|904|Disgust|2|A RHYTHM
177|Datasets/affWild2/Audios/audiobatch1/120.wav|42.040|43.400|1.360|1052|1086|Other|7|IMMER
178|Datasets/affWild2/Audios/audiobatch1/120.wav|44.680|45.840|1.160|1118|1147|Neutral|0|DON'T HOUND ER
179|Datasets/affWild2/Audios/audiobatch1/120.wav|46.280|48.920|2.640|1158|1224|Neutral|0|ONLY YOU'VE ONLY GIVEN THEM IN SYNONYMS
180|Datasets/affWild2/Audios/audiobatch1/120.wav|52.200|53.600|1.400|1306|1341|Neutral|0|I'M GOING TO WORK SO
181|Datasets/affWild2/Audios/audiobatch1/120.wav|54.240|56.040|1.800|1357|1402|Other|7|DE NO ONE IS IN THE ROOM
182|Datasets/affWild2/Audios/audiobatch1/120.wav|56.160|60.400|4.240|1405|1511|Happiness|4|IT'S THAT IT'S A ER A ER A ER
183|Datasets/affWild2/Audios/audiobatch1/120.wav|63.360|65.040|1.680|1585|1627|Neutral|0|HM HM
184|Datasets/affWild2/Audios/audiobatch1/120.wav|66.120|67.720|1.600|1654|1694|Other|7|WHAT'S MY NOTION
185|Datasets/affWild2/Audios/audiobatch1/120.wav|67.960|70.320|2.360|1700|1759|Happiness|4|AY AY AY AY
186|Datasets/affWild2/Audios/audiobatch1/120.wav|74.960|80.360|5.400|1875|2010|Happiness|4|AYA AYA AYA
187|Datasets/affWild2/Audios/audiobatch1/120.wav|82.080|83.560|1.480|2053|2090|Other|7|THEN I WILL ASK YOU
188|Datasets/affWild2/Audios/audiobatch1/120.wav|87.320|87.720|0.400|2184|2194|Surprise|6|HM HM
189|Datasets/affWild2/Audios/audiobatch1/120.wav|88.240|90.040|1.800|2207|2252|Surprise|6|HM HM H
190|Datasets/affWild2/Audios/audiobatch1/120.wav|92.760|95.440|2.680|2320|2387|Other|7|SOME OF THEM ARE ALIVE
191|Datasets/affWild2/Audios/audiobatch1/120.wav|99.600|100.920|1.320|2491|2524|Neutral|0|AND ALL YOUR DREAM
192|Datasets/affWild2/Audios/audiobatch1/120.wav|101.360|104.760|3.400|2535|2620|Neutral|0|DON'T YOU SEE THAT'S IN YOUR POWER
